concept_id,evidence,id,preferred,recorded_at,register,rejected,responsible_workflow,schema_name,schema_version,scope,source_locale,source_term,status,supersedes_id,target_locale,variants
concept.pyomo-modeling,Full-corpus id-ID terminology audit,term.pyomo-modeling.id,pemodelan Pyomo,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,Pyomo modeling,approved,,id-ID,[]
concept.python-optimization-workflow,Full-corpus id-ID terminology audit,term.python-optimization-workflow.id,alur kerja optimisasi Python,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,Python optimization workflow,approved,,id-ID,[]
concept.spreadsheet-modeling,Chapter 3 terminology decision,term.range.id,rentang,2026-08-23T00:00:00+02:00,technical,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,spreadsheet interface,en,range,approved,,id-ID,[]
concept.recession-direction,Chapter 5 terminology decision,term.recession-direction.id,arah resesi,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,unbounded polyhedra,en,recession direction,approved,,id-ID,"[""arah ekstrem""]"
concept.recession-ray,Chapter 6 terminology decision,term.recession-ray.id,sinar,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,unbounded polyhedra,en,ray,approved,,id-ID,"[""sinar resesi""]"
concept.reduced-cost,Chapters 3 and 8 terminology decision,term.reduced-cost.id,biaya tereduksi,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,linear-programming sensitivity and simplex optimality,en,reduced cost,approved,,id-ID,[]
concept.reduced-row-echelon-form,Full-corpus id-ID terminology audit,term.reduced-row-echelon-form.id,bentuk eselon baris tereduksi,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,reduced row echelon form,approved,,id-ID,"[""RREF""]"
concept.representation-theorem,Final id-ID corpus terminology audit,term.representation-theorem.id,teorema representasi polihedral,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,polyhedral representation theorem,approved,,id-ID,[]
concept.reproducible-computation,O018 runtime receipt and deterministic result contract,term.reproducible-computation.id,komputasi yang dapat direproduksi,2026-08-23T00:00:00+02:00,technical,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,runtime and result receipts,en,reproducible computation,source_frozen,,id-ID,"[""komputasi reproduksibel""]"
concept.robust-optimization,first-boundary editorial terminology decision,term.robust-optimization.id,optimisasi robust,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,model class; terminology review pending,en,robust optimization,approved,,id-ID,"[""optimisasi tangguh""]"
concept.row-operation,Full-corpus id-ID terminology audit,term.row-operation.id,operasi baris elementer,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,elementary row operation,approved,,id-ID,[]
concept.set-cover,Full-corpus id-ID terminology audit,term.set-cover.id,penutupan himpunan,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,set cover,approved,,id-ID,[]
concept.shadow-price,Chapter 3 terminology decision,term.shadow-price.id,harga bayangan,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,linear-programming sensitivity report,en,shadow price,approved,,id-ID,[]
concept.shortest-path,Full-corpus id-ID terminology audit,term.shortest-path.id,lintasan terpendek,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,shortest path,approved,,id-ID,[]
concept.simplex-algorithm,Chapter 7 terminology decision; 2026-08-22 Indonesian field-usage QA confirmed metode simpleks as the established retrieval variant,term.simplex-algorithm.id,algoritma simpleks,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,linear programming,en,simplex algorithm,approved,,id-ID,"[""metode simpleks""]"
concept.simplex-optimality-condition,Final id-ID corpus terminology audit,term.simplex-optimality-condition.id,syarat optimalitas biaya tereduksi simpleks,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,simplex reduced-cost optimality condition,approved,,id-ID,[]
concept.simplex-tableau,Chapter 9 terminology decision,term.simplex-tableau.id,tableau simpleks,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,tableau simplex,en,simplex tableau,approved,,id-ID,"[""bentuk tableau""]"
concept.sensitivity-analysis,Chapter 3 terminology decision,term.slack.id,kelonggaran,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,constraint status,en,slack,approved,,id-ID,"[""slack""]"
concept.solver,first-boundary editorial terminology decision,term.solver.id,solver,2026-08-23T00:00:00+02:00,technical,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,software,en,solver,approved,,id-ID,"[""perangkat pemecah""]"
concept.spreadsheet-formula,Final id-ID corpus terminology audit,term.spreadsheet-formula.id,rumus lembar kerja,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,spreadsheet formula,approved,,id-ID,[]
concept.standard-form,Chapter 7 terminology decision; 2026-08-22 Indonesian field-usage QA added bentuk baku as a scoped retrieval alias without conflating it with bentuk kanonik,term.standard-form.id,bentuk standar,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,linear programming,en,standard form,approved,,id-ID,"[""bentuk baku""]"
concept.stochastic-optimization,first-boundary editorial terminology decision,term.stochastic-optimization.id,optimisasi stokastik,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,model class,en,stochastic optimization,approved,,id-ID,[]
concept.strong-duality,Full-corpus id-ID terminology audit,term.strong-duality.id,dualitas kuat,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,strong duality,approved,,id-ID,[]
concept.summation-notation,Chapter 4 terminology decision,term.summation-notation.id,notasi penjumlahan,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,compact indexed optimization models,en,summation notation,approved,,id-ID,[]
concept.total-unimodularity,Chapter 4 terminology decision,term.total-unimodularity.id,unimodularitas total,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,integral network and assignment polyhedra,en,total unimodularity,approved,,id-ID,[]
concept.transportation-model,Chapter 2 Transportation Problem subsection,term.transportation.id,masalah transportasi,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,network linear-programming model class,en,transportation problem,approved,,id-ID,"[""model transportasi""]"
concept.transshipment,Chapter 4 terminology decision,term.transshipment.id,transshipment,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,intermediate-node network models,en,transshipment,approved,,id-ID,"[""alih muat""]"
concept.traveling-salesperson,Full-corpus id-ID terminology audit,term.traveling-salesperson.id,masalah wiraniaga keliling,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,traveling salesperson problem,approved,,id-ID,[]
concept.unbounded-simplex,Final id-ID corpus terminology audit,term.unbounded-simplex.id,sertifikat ketakterbatasan simpleks,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,simplex unboundedness certificate,approved,,id-ID,[]
concept.unbounded-linear-program,Chapter 5 terminology decision,term.unbounded.id,tak berbatas,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,linear programming status,en,unbounded,approved,,id-ID,"[""tidak berbatas""]"
concept.vector-norm,Full-corpus id-ID terminology audit,term.vector-norm.id,norma vektor,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,vector norm,approved,,id-ID,[]
concept.vector-operations,Final id-ID corpus terminology audit,term.vector-operations.id,operasi vektor,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,vector operations,approved,,id-ID,[]
concept.weak-duality,Full-corpus id-ID terminology audit,term.weak-duality.id,dualitas lemah,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,weak duality,approved,,id-ID,[]
concept.weighted-sum-method,Full-corpus id-ID terminology audit,term.weighted-sum-method.id,metode jumlah berbobot,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,weighted-sum method,approved,,id-ID,[]
concept.workforce-scheduling,Final id-ID corpus terminology audit,term.workforce-scheduling.id,model penjadwalan tenaga kerja,2026-08-23T00:00:00+02:00,academic,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,R017/O018 Book 1 full-corpus edition,en,workforce-scheduling model,approved,,id-ID,[]
concept.spreadsheet-modeling,Chapter 3 terminology decision,term.worksheet.id,lembar kerja,2026-08-23T00:00:00+02:00,technical,[],codex-r017-o018-id-production,interlanguage.term,0.1.0,spreadsheet interface,en,worksheet,approved,,id-ID,[]
