archive_entry_count,archive_file_count,archive_uncompressed_file_bytes,artifact_type,build_admission_disposition,build_receipt,bytes,commit,extracted_closure_sha256,extracted_file_bytes,extracted_file_count,extracted_path,id,local_verification,path,recorded_at,repository,responsible_workflow,rights_component_id,rights_component_ids,schema_name,schema_version,sha256,source_url,status,supersedes_id,toolchain
,,,build_log,,"Zero fatal error, undefined reference, undefined citation, duplicate destination, overfull box, emergency stop, or missing-glyph findings under the bounded log scan.",829779,,,,,,artifact.r017.ch05-build-log,pass,output/through-ch05-pdf/book1-through-ch05-id.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,86ce197afd02985a8349fac89f7cc8c89c8a2818904b84aae94152f76efea4f3,,verified,,canonical fixed-date Chapter 5 build
,,,localized_cumulative_pdf,,189 pages; fixed trailer identity; /Lang id-ID; embedded fonts with ToUnicode; figure descriptions exposed through ActualText; Tagged=no; outline /Last pointer and duplicate exercise entry repaired; visual and log gates recorded separately.,2187784,,,,,,artifact.r017.ch05-cumulative-pdf,pass,output/through-ch05-pdf/book1-through-ch05-id.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.content,,interlanguage.artifact,0.1.0,6f91c6b06d5b8f28e7fc6ee23123f20b5efa091eb59d44a45b8b23ca932ce647,,verified,,pdfLaTeX/Biber localized cumulative Chapter 5 controller
,,,build_log,,"Zero errors, undefined controls/references/citations, rerun requests, overfull boxes, missing characters, or duplicate destinations; warning classes/counts match the independent replay.",931557,,,,,,artifact.r017.ch06-build-log,pass,output/through-ch06-pdf/book1-through-ch06-id.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,d41fca62330f0bc774ac1259b2ad2a5b4e98bf570c5901f22b0e94e25bfb2453,,verified,,canonical fixed-date Chapter 6 build
,,,localized_cumulative_pdf,,209 pages; canonical and independent clean replay byte-identical with forced source date and normalized absolute TEXINPUTS; id-ID metadata and rights; 84 outlines; no later simplex input in FLS; visual and log gates recorded separately.,2320294,,,,,,artifact.r017.ch06-cumulative-pdf,pass,output/through-ch06-pdf/book1-through-ch06-id.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.content,,interlanguage.artifact,0.1.0,63a97aaae66ddddecdfb3003aa8056e960b97bda6d3bb2c355d2b9174fb2dc8f,,verified,,pdfLaTeX/Biber localized cumulative Chapter 6 controller
,,,build_log,,"Zero unresolved-reference, unresolved-citation, duplicate-destination, overfull-box, fatal-error, emergency-stop, or missing-glyph hits.",169388,,,,,,artifact.r017.first-boundary-build-log,pass,qa/unit1-build-replay.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,7e21b567adbd7941fab5596c23e806877c88cfab0afd67f5de81eb4b2c74572e,,verified,,final forced replay
,,,localized_unit_pdf,,47 pages; deterministic fixed trailer ID; /Lang id-ID; localized metadata and rights; clean delimiter extraction; Tagged=no; no PDF/UA claim.,562361,,,,,,artifact.r017.first-boundary-pdf,pass,output/unit1-pdf/book1-unit1-id.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.content,,interlanguage.artifact,0.1.0,278b8cbbef94698220c9cecd7d70851668fd215d2c328e5474814ca9dcce31c3,,verified,,pdfLaTeX/Biber localized first-boundary controller
,,,build_log,,"Zero overfull boxes, undefined references, multiply-defined labels, fatal errors, emergency stops, or LaTeX errors.",1536234,,,,,,artifact.r017.simplex-build-log,pass,output/through-simplex-pdf/book1-through-simplex-id.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,179e2b807f803240ed7c783ced2675451af29c62e5931529688a55df8f99a22b,,verified,,canonical fixed-date Chapters 1--9 build
,,,reproducibility_log,,"Zero overfull boxes, undefined references, multiply-defined labels, fatal errors, emergency stops, or LaTeX errors.",1536443,,,,,,artifact.r017.simplex-clean-replay-log,pass,qa/through-simplex-clean-replay-final-20260822-dd87ef54/book1-through-simplex-id.log,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,ac088ee37e6e56cd9577c95b95495d1e2968218e72c121b82bd757d77a5b1737,,verified,,fresh-directory deterministic replay
,,,reproducibility_replay,,Byte-identical to the canonical 311-page PDF.,3120962,,,,,,artifact.r017.simplex-clean-replay-pdf,pass,qa/through-simplex-clean-replay-final-20260822-dd87ef54/book1-through-simplex-id.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.content,,interlanguage.artifact,0.1.0,dd87ef5478b7cd0cecd88e983a4349580527c456c8c6c2abd804b6b6bff3ed4a,,verified,,fresh-directory deterministic replay
,,,localized_cumulative_pdf,,"311 pages; canonical and independent clean replay are byte-identical under the pinned source date and fixed font-safe asset path; final independent audit reports P1=0, P2=0, P3=1 for disclosed untagged-PDF accessibility only.",3120962,,,,,,artifact.r017.simplex-cumulative-pdf,pass,output/through-simplex-pdf/book1-through-simplex-id.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.content,,interlanguage.artifact,0.1.0,dd87ef5478b7cd0cecd88e983a4349580527c456c8c6c2abd804b6b6bff3ed4a,,verified,,pdfLaTeX/Biber localized cumulative Chapters 1--9 controller
,,,independent_release_audit,,"All 103 new-span pages inspected; P1=0, P2=0, P3=1 for untagged-PDF structure only; navigation, fonts, metadata, text extraction, and layout pass.",4914,,,,,,artifact.r017.simplex-final-audit,pass,qa/simplex-final-audit-subagent-dd87ef54/FINAL_ADMISSION_AUDIT.md,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,68ed5f0c27e1e0cdba16e4a3cce0e9b1c33a08f3785e06c2449bddeb4dce7cbd,,verified,,independent exact-byte PDF audit
,,,deterministic_build_asset,,Font-safe replay of the pinned third-party source figure; source bytes remain unchanged and separately attributed.,168670,,,,,,artifact.r017.simplex-font-safe-polytope,pass,output/through-simplex-build-assets/texinputs/foundationsAppliedMathematicsLabs/Volume2/Simplex/figures/feasiblePolytope.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.thirdparty.foundations,,interlanguage.artifact,0.1.0,c925b6eaf59efac328b98b264a44805ef9ea6f95b8f0edaf9e88485a936c5fba,,verified,,MuPDF 600-dpi deterministic PCLm repaint
,,,terminology_research_source_package,,"Field-matched math.OC source package verified; its 67,718-byte TeX member is English, SHA-256 7739647353e945fb92c0725f7f1ae77b366a3560759397ad6fd68366d943ed31, so it was excluded as Indonesian terminology evidence.",22112,,,,,,artifact.r017.terminology-arxiv-english-tex,pass,qa/terminology-evidence/arxiv-1207.5130v1-source.gz,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,e82e33a0c1d9c27991b2cb832260ae9a92d2bfe2a0606c02d433ba0d2de3d17a,https://arxiv.org/src/1207.5130v1,verified,,official arXiv source endpoint plus direct TeX inspection
,,,terminology_research_pdf_only_source,,"Indonesian adjacent candidate verified, but the official source endpoint returns a PDF rather than TeX; retained only as evidence of the failed preferred route.",927606,,,,,,artifact.r017.terminology-arxiv-indonesian-pdf,pass,qa/terminology-evidence/arxiv-1506.00091v1-pdf-source.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,c155f4efd57db9ddc2cce74fc0f9e63a0e4783e2adc555bb79d7c0a117946c41,https://arxiv.org/src/1506.00091v1,verified,,official arXiv source endpoint plus PDF magic and text inspection
,,,terminology_modern_crosscheck_pdf,,Modern Indonesian goal-programming cross-check verified; the PDF's stale embedded title metadata was explicitly rejected in favor of visible and official journal identity.,606467,,,,,,artifact.r017.terminology-journal-crosscheck,pass,qa/terminology-evidence/rosidah-et-al-fuzzy-goal-programming-2025.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,beb3055435030a31f234dff10c261ab5fc3a413a1472b14050eb88462533ec1b,https://doi.org/10.21831/jktm.v11i1.21643,verified,,visible first-page and journal-record identity check plus terminology extraction
,,,terminology_qa_backend_record,,"Binds the failed preferred arXiv route, honest field fallback, modern cross-check, exact decisions and paths, protected-token policy, third-party rights caveat, and exact model provenance.",5578,,,,,,artifact.r017.terminology-qa-backend-record,pass,backend/input/terminology-qa-id-ID-2026-08-22.json,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.content,,interlanguage.artifact,0.1.0,104a31e3268b72efbd940aed6219a338594a8f2c83d63c6ee605adbca216bbb7,,verified,,deterministic JSON record derived from bounded source-format verification and direct terminology inspection
,,,terminology_qa_report,,"No suitable Indonesian arXiv TeX source found; one field fallback and one modern cross-check justify one local correction, four glossary-record expansions containing five retrieval aliases, and no mass replacement.",5838,,,,,,artifact.r017.terminology-qa-report,pass,qa/terminology-evidence/INDONESIAN-FIELD-TERMINOLOGY-QA.md,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.r017.content,,interlanguage.artifact,0.1.0,ca650f605b757a9ca3f0265555ee0bb0914f9def90012115658395f33e793a7b,,verified,,"bounded source search, direct TeX/PDF inspection, literal corpus counts, and mathematical editorial review"
,,,terminology_field_fallback_pdf,,"Field-matched Indonesian source inspected for linear programming, simplex, feasible/basic solutions, canonical/standard forms, pivoting, objectives, constraints, and decision variables.",478782,,,,,,artifact.r017.terminology-uny-field-fallback,pass,qa/terminology-evidence/nababan-2015-bab-ii-pemrograman-linear.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,93e28050ca432e5f9947bb6d648b77e80e93db09c7a281e53a88ea07100ad3f7,https://eprints.uny.ac.id/28253/2/BAB%20II.pdf,verified,,full text extraction plus visual inspection of the 30-page theoretical chapter
,,,official_reader_epub,,Official reader EPUB matches the retained pinned repository EPUB byte-for-byte.,21491449,,,,,,artifact.r017.upstream-epub,pass,authority/upstream/open-optimization-or-book-1745df89b608899f66983834fa4ec8c8910d18ff/epub-build/book1-epub.epub,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,1a70a71f6aa277a1791bddeb89c47046b4c09d731d6c1bb69e192b7ba4ebd00f,,verified,,upstream publication
,,,official_reader_pdf,,Official reader PDF matches the retained pinned repository PDF byte-for-byte.,24789041,,,,,,artifact.r017.upstream-pdf,pass,authority/upstream/open-optimization-or-book-1745df89b608899f66983834fa4ec8c8910d18ff/Intro-Math-Programming/baseText/book/book1-main.pdf,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,70b87fba1905cda5f2702427bbe00d301624fcf3d20929c8e3db61dcd2e45f24,,verified,,upstream publication
,,,runtime_license_manifest,,"Freezes Pyomo, highspy/HiGHS, and all NumPy packaged license files.",2313,,,,,,artifact.runtime-license-manifest,pass,authority/runtime-licenses/MANIFEST.csv,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,71451702ae6d014eb1e59fbd8ac950fa9f26b0bab47661817b5fe65daf41b329,,verified,,wheel-extracted primary and additional license closure
,,,license_evidence,,HiGHS MIT license text preserved.,1083,,,,,,artifact.runtime-license.highspy-1.15.1,pass,authority/runtime-licenses/highspy-1.15.1/LICENSE.txt,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.highspy.runtime,,interlanguage.artifact,0.1.0,dd4cdc98726c5657e39129be5bc4c1c452e8e242325807f99aeaa38605af1ca4,,verified,,extracted from frozen wheel
,,,license_evidence,,Primary NumPy license and bundled-attribution text; complete additional files remain manifest-bound.,45831,,,,,,artifact.runtime-license.numpy-2.5.2,pass,authority/runtime-licenses/numpy-2.5.2/LICENSE.txt,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.numpy.runtime,,interlanguage.artifact,0.1.0,a804dff0ead9fadc5293456410bcbfc32bf024be9c4513459663fb7b442d2341,,verified,,extracted from frozen wheel
,,,license_evidence,,Primary BSD-3-Clause text plus additional notices preserved in full.,16947,,,,,,artifact.runtime-license.pyomo-6.10.1,pass,authority/runtime-licenses/pyomo-6.10.1/LICENSE.md,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.pyomo.runtime,,interlanguage.artifact,0.1.0,a57ea3ac2d2dec65238989c17c7f4839481b9810bcec159c7977eac55fc75e69,,verified,,extracted from frozen wheel
,,,third_party_notice,,"CLI11, pdqsort, zstr, and HIPO=OFF component nuance retained; closure is not described as MIT-only.",2600,,,,,,artifact.runtime-notices.highspy-1.15.1,pass,authority/runtime-licenses/highspy-1.15.1/THIRD_PARTY_NOTICES.md,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.highspy.runtime,,interlanguage.artifact,0.1.0,52979632c5d3cc026f36730eae2b112ace72eb2f0792feb0591036e9c16e4aee,,verified,,extracted from frozen wheel
,,,runtime_wheel_manifest,,"Names, sizes, and SHA-256 values for three retained wheels.",407,,,,,,artifact.runtime-wheel-manifest,pass,authority/runtime-wheels/MANIFEST.csv,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,,,interlanguage.artifact,0.1.0,326fc250a9b3b17f523a67672f1f38eae48d4f868239c5eaa273644ab0ec6e04,,verified,,frozen runtime closure
,,,python_wheel,,Frozen Windows AMD64 CPython 3.12 wheel; no extras installed.,2711114,,,,,,artifact.runtime-wheel.highspy-1.15.1,pass,authority/runtime-wheels/windows-cp312-amd64/highspy-1.15.1-cp312-cp312-win_amd64.whl,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.highspy.runtime,,interlanguage.artifact,0.1.0,8c548165270608a40147a7ea6d985fd62a65fabf0f075b3c0c59ea910b724223,,verified,,official PyPI wheel
,,,python_wheel,,Frozen Windows AMD64 CPython 3.12 wheel.,12464674,,,,,,artifact.runtime-wheel.numpy-2.5.2,pass,authority/runtime-wheels/windows-cp312-amd64/numpy-2.5.2-cp312-cp312-win_amd64.whl,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.numpy.runtime,,interlanguage.artifact,0.1.0,28ac63476ec7651484215ee7fa15a1f78b57c14621f01e392afe17b9a1390ce4,,verified,,official PyPI wheel
,,,python_wheel,,Frozen CPython-compatible pure-Python wheel.,4175938,,,,,,artifact.runtime-wheel.pyomo-6.10.1,pass,authority/runtime-wheels/windows-cp312-amd64/pyomo-6.10.1-py3-none-any.whl,2026-08-23T00:00:00+02:00,,codex-r017-o018-id-production,rights.pyomo.runtime,,interlanguage.artifact,0.1.0,7a81b5301d4c0389809c1afd12311d23db04522341566332229d8ce4226bccb1,,verified,,official PyPI wheel
